artist,cardClass,collectible,cost,dbfId,flavor,id,name,rarity,set,spellSchool,text,type,mechanics,attack,health,race,elite,targetingArrowText,durability,overload,spellDamage,battlegroundsPremiumDbfId,howToEarnGolden,howToEarn,armor,hasDiamondSkin,collectionText,techLevel,faction,multiClassGroup,isMiniSet,hideStats,battlegroundsDarkmoonPrizeTurn,questReward
Arthur Bozonnet,NEUTRAL,TRUE,1,54291,Mogu cultists have the worst team-building exercises.,ULD_705,Mogu Cultist,EPIC,ULDUM,NA,"<b>Battlecry:</b> If your board is full of Mogu Cultists, sacrifice them all and summon Highkeeper Ra.",MINION,BATTLECRY,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ludo Lullabi,NEUTRAL,TRUE,6,54296,"""Hah! You is being tricked by ME! Togwaggle!""",ULD_706,Blatant Decoy,EPIC,ULDUM,NA,"[x]<b>Deathrattle:</b> Each player
summons the lowest Cost
minion from their hand.",MINION,DEATHRATTLE,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ludo Lullabi,WARRIOR,TRUE,5,54386,"""Thanks, I HATE it!""",ULD_707,Plague of Wrath,RARE,ULDUM,NA,Destroy all damaged minions.,SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Kang,WARRIOR,TRUE,3,54389,The lance is heavy but it’s the battery pack that really does a number on the shoulders.,ULD_708,Livewire Lance,EPIC,ULDUM,NA,"After your Hero attacks, add a <b>Lackey</b> to your hand.",WEAPON,TRIGGER_VISUAL,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alex Horley Orlandelli,WARRIOR,TRUE,6,54390,"Armored except for non-critical areas, such as the head, torso, fists and thighs.",ULD_709,Armored Goon,COMMON,ULDUM,NA,"Whenever your hero attacks, gain 5 Armor.",MINION,TRIGGER_VISUAL,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Dixon,WARRIOR,TRUE,1,54391,"Anything can be hacked, if you're holding an axe.",ULD_711,Hack the System,LEGENDARY,ULDUM,NA,"[x]<b>Quest:</b> Attack 5 times
with your hero.
<b>Reward:</b> Anraphet's Core.",SPELL,QUEST,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Dixon,WARRIOR,TRUE,1,54391,"Anything can be hacked, if you're holding an axe.",ULD_711,Hack the System,LEGENDARY,ULDUM,NA,"[x]<b>Quest:</b> Attack 5 times
with your hero.
<b>Reward:</b> Anraphet's Core.",SPELL,TRIGGER_VISUAL,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rafael Zanchetin,NEUTRAL,TRUE,2,54411,The only one who likes BEEEES!!!,ULD_712,Bug Collector,COMMON,ULDUM,NA,<b>Battlecry:</b> Summon a 1/1 Locust with <b>Rush</b>.,MINION,BATTLECRY,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rafael Zanchetin,HUNTER,TRUE,6,54424,Good things never come in swarms.,ULD_713,Swarm of Locusts,RARE,ULDUM,NA,Summon seven 1/1 Locusts with <b>Rush</b>.,SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Ryman,PRIEST,TRUE,2,54425,This is what happens when you don’t give a sincere apology.,ULD_714,Penance,COMMON,ULDUM,HOLY,"<b>Lifesteal</b>
Deal $3 damage to a minion.",SPELL,LIFESTEAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Dixon,ROGUE,TRUE,1,54426,Don't bring a candle to a knife fight.,ULD_715,Plague of Madness,RARE,ULDUM,SHADOW,"Each player equips
a 2/2 Knife with <b>Poisonous</b>.",SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrew Hou,PALADIN,TRUE,8,54427,"Hold on, I need to get some murlocs to weigh in on this.",ULD_716,Tip the Scales,EPIC,ULDUM,NA,Summon 7 Murlocs from your deck.,SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Armand Serrano,WARLOCK,TRUE,1,54429,This is fine.,ULD_717,Plague of Flames,RARE,ULDUM,FIRE,"[x]Destroy all your minions.
For each one, destroy a
random enemy minion.",SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zoltan Boros,PRIEST,TRUE,9,54431,"Don't worry, there's a happy little funhouse right under that sand pit.",ULD_718,Plague of Death,EPIC,ULDUM,SHADOW,<b>Silence</b> and destroy all minions.,SPELL,SILENCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ware Li,NEUTRAL,TRUE,3,54488,"After they're caught, they’re dessert hares.",ULD_719,Desert Hare,COMMON,ULDUM,NA,<b>Battlecry:</b> Summon two 1/1 Desert Hares.,MINION,BATTLECRY,1,1,BEAST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Ryman,WARRIOR,TRUE,3,54492,You look really hurt. You could use a friend!,ULD_720,Bloodsworn Mercenary,EPIC,ULDUM,NA,"[x]<b>Battlecry</b>: Choose a
damaged friendly minion.
Summon a copy of it.",MINION,BATTLECRY,3,3,NA,NA,Summon a copy.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alex Horley Orlandelli,NEUTRAL,TRUE,10,54495,"Strike him down, and you'll face the Colossus of the New Moon.",ULD_721,Colossus of the Moon,LEGENDARY,ULDUM,NA,"<b>Divine Shield</b>
<b>Reborn</b>",MINION,DIVINE_SHIELD,10,10,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alex Horley Orlandelli,NEUTRAL,TRUE,10,54495,"Strike him down, and you'll face the Colossus of the New Moon.",ULD_721,Colossus of the Moon,LEGENDARY,ULDUM,NA,"<b>Divine Shield</b>
<b>Reborn</b>",MINION,REBORN,10,10,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Dixon,NEUTRAL,TRUE,1,54730,"Unlike other mummies, they rolled him up with rice, sliced cucumbers, and soy sauce on the side.",ULD_723,Murmy,COMMON,ULDUM,NA,<b>Reborn</b>,MINION,REBORN,1,1,MURLOC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J. Axer,PRIEST,TRUE,1,54749,"A one-eyed, one stone, towering purple minion healer.",ULD_724,Activate the Obelisk,LEGENDARY,ULDUM,NA,"<b>Quest:</b> Restore 15 Health.
<b>Reward:</b> Obelisk's Eye.",SPELL,QUEST,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jim Nelson,MAGE,TRUE,2,54772,"I'm not saying it was aliens, but it was TOTALLY aliens!",ULD_726,Ancient Mysteries,COMMON,ULDUM,ARCANE,Draw a <b>Secret</b> from your deck. It costs (0).,SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arthur Bozonnet,NEUTRAL,TRUE,4,54783,She uses pickle slices for the eyes. Keeps them well-preserved.,ULD_727,Body Wrapper,EPIC,ULDUM,NA,<b>Battlecry:</b> <b>Discover</b> a friendly minion that died this game. Shuffle it into your deck.,MINION,BATTLECRY,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arthur Bozonnet,NEUTRAL,TRUE,4,54783,She uses pickle slices for the eyes. Keeps them well-preserved.,ULD_727,Body Wrapper,EPIC,ULDUM,NA,<b>Battlecry:</b> <b>Discover</b> a friendly minion that died this game. Shuffle it into your deck.,MINION,DISCOVER,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steven Prescott,PALADIN,TRUE,2,54806,Like humility but more humiliating.,ULD_728,Subdue,COMMON,ULDUM,NA,Set a minion's Attack and Health to 1.,SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arthur Bozonnet,NEUTRAL,TRUE,3,41076,Aww.  So cute.  Want to feed him another finger?,UNG_001,Pterrordax Hatchling,COMMON,UNGORO,NA,<b><b>Battlecry:</b> Adapt</b>.,MINION,BATTLECRY,2,2,BEAST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daren Bader,NEUTRAL,TRUE,7,41120,"Always fun to say out loud ""VOL-CA-NO-SAUUUR!""",UNG_002,Volcanosaur,RARE,UNGORO,NA,"<b>Battlecry:</b> <b>Adapt</b>, then <b>Adapt</b>.",MINION,BATTLECRY,5,6,BEAST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrew Hou,PALADIN,TRUE,8,41130,Comes with fries and a drink.,UNG_004,Dinosize,EPIC,UNGORO,NA,Set a minion's Attack and Health to 10.,SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peter Stapleton,NEUTRAL,TRUE,2,41137,Doesn't like to adapt unless others are watching. Some minions are such show-offs.,UNG_009,Ravasaur Runt,COMMON,UNGORO,NA,"<b>Battlecry:</b> If you control at least 2 other minions, <b>Adapt.</b>",MINION,BATTLECRY,2,2,BEAST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Ryman,NEUTRAL,TRUE,7,41138,Bet you can't eat just one murloc!,UNG_010,Sated Threshadon,COMMON,UNGORO,NA,<b>Deathrattle:</b> Summon three 1/1 Murlocs.,MINION,DEATHRATTLE,5,7,BEAST,NA,NA,NA,NA,NA,58413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Dixon,PALADIN,TRUE,2,41139,Murloc hydrologists are pretty rare.  Most murloc undergrads pick computer science.,UNG_011,Hydrologist,COMMON,UNGORO,NA,<b>Battlecry:</b> <b>Discover</b> a <b>Secret</b>.,MINION,BATTLECRY,2,2,MURLOC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Dixon,PALADIN,TRUE,2,41139,Murloc hydrologists are pretty rare.  Most murloc undergrads pick computer science.,UNG_011,Hydrologist,COMMON,UNGORO,NA,<b>Battlecry:</b> <b>Discover</b> a <b>Secret</b>.,MINION,DISCOVER,2,2,MURLOC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Azevedo,PALADIN,TRUE,6,41145,"Ironically, his favorite number is 4.",UNG_015,Sunkeeper Tarim,LEGENDARY,UNGORO,NA,"<b>Taunt</b>
<b>Battlecry:</b> Set all other minions' Attack and Health to 3.",MINION,BATTLECRY,3,7,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Azevedo,PALADIN,TRUE,6,41145,"Ironically, his favorite number is 4.",UNG_015,Sunkeeper Tarim,LEGENDARY,UNGORO,NA,"<b>Taunt</b>
<b>Battlecry:</b> Set all other minions' Attack and Health to 3.",MINION,TAUNT,3,7,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Seaman,MAGE,TRUE,2,41151,"Oh, a wise geyser eh?",UNG_018,Flame Geyser,COMMON,UNGORO,FIRE,"Deal $2 damage.
Add a 1/2 Elemental to your hand.",SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evgeniy Dlinnov,SHAMAN,TRUE,1,41152,Makes a mean puff pastry.,UNG_019,Air Elemental,COMMON,UNGORO,NA,Can't be targeted by spells or Hero Powers.,MINION,CANT_BE_TARGETED_BY_SPELLS,2,1,ELEMENTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HORDE,NA,NA,NA,NA,NA
Evgeniy Dlinnov,SHAMAN,TRUE,1,41152,Makes a mean puff pastry.,UNG_019,Air Elemental,COMMON,UNGORO,NA,Can't be targeted by spells or Hero Powers.,MINION,CANT_BE_TARGETED_BY_HERO_POWERS,2,1,ELEMENTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HORDE,NA,NA,NA,NA,NA
Eva Widermann,MAGE,TRUE,2,41153,What did you draw? Shhhh… it’s a secret.,UNG_020,Arcanologist,COMMON,UNGORO,NA,<b>Battlecry:</b> Draw a <b>Secret</b>.,MINION,BATTLECRY,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jakub Kasper,MAGE,TRUE,4,41154,Explorers nicknamed him the Teapot Elemental.,UNG_021,Steam Surger,RARE,UNGORO,NA,"[x]<b>Battlecry:</b> If you played
an Elemental last turn,
add a 'Flame Geyser'
to your hand.",MINION,BATTLECRY,5,4,ELEMENTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hideaki Takamura,PRIEST,TRUE,3,41155,Mirage is actually the name of its long-lost cat.,UNG_022,Mirage Caller,RARE,UNGORO,NA,<b>Battlecry:</b> Choose a friendly minion. Summon a 1/1 copy of it.,MINION,BATTLECRY,2,3,NA,NA,Summon a 1/1 copy.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Izzy Hoover,MAGE,TRUE,3,41158,Nice spell.  YOINK!,UNG_024,Mana Bind,RARE,UNGORO,ARCANE,"<b>Secret:</b> When your opponent casts a spell, add a copy to your hand that costs (0).",SPELL,SECRET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gustav Schmidt,SHAMAN,TRUE,5,41159,Many young shaman summon a volcano as their first school project.,UNG_025,Volcano,RARE,UNGORO,FIRE,"Deal $15 damage randomly split among all minions.
<b>Overload:</b> (2)",SPELL,OVERLOAD,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gustav Schmidt,SHAMAN,TRUE,5,41159,Many young shaman summon a volcano as their first school project.,UNG_025,Volcano,RARE,UNGORO,FIRE,"Deal $15 damage randomly split among all minions.
<b>Overload:</b> (2)",SPELL,ImmuneToSpellpower,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Sass,MAGE,TRUE,2,41162,"If you strike her down, she shall become more powerful than you can possibly… well, she'll become a 6/6 anyways.",UNG_027,Pyros,LEGENDARY,UNGORO,NA,<b>Deathrattle:</b> Return this to your hand as a 6/6 that costs (6).,MINION,DEATHRATTLE,2,2,ELEMENTAL,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rafael Zanchetin,MAGE,TRUE,1,41168,"Although powerful, the incantation is simple. It’s just a jump to the left, and then a step to the right.",UNG_028,Open the Waygate,LEGENDARY,UNGORO,NA,"[x]<b>Quest:</b> Cast 8 spells that
didn't start in your deck.
<b>Reward:</b> Time Warp.",SPELL,QUEST,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNG_028t
Nutchapol Thitinunthakorn,PRIEST,TRUE,2,41169,This one’s a bird. And here’s a bunny!,UNG_029,Shadow Visions,EPIC,UNGORO,SHADOW,<b>Discover</b> a copy of a spell in your deck.,SPELL,DISCOVER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Walpole,PRIEST,TRUE,1,41170,"By accepting this healing, you agree to the following terms…",UNG_030,Binding Heal,COMMON,UNGORO,HOLY,Restore #5 Health to a minion and your hero.,SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arthur Bozonnet,PRIEST,TRUE,1,41173,"Being made of light has its disadvantages, but at least it's always looking on the bright side.",UNG_032,Crystalline Oracle,RARE,UNGORO,NA,"[x]<b>Deathrattle:</b> Copy a card
from your opponent's deck
 and add it to your hand.",MINION,DEATHRATTLE,1,1,ELEMENTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HORDE,NA,NA,NA,NA,NA
A. J. Nazzaro,PRIEST,TRUE,2,41176,It's a literal lava lamp!,UNG_034,Radiant Elemental,COMMON,UNGORO,NA,Your spells cost (1) less.,MINION,AURA,2,3,ELEMENTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Servando Lupini,PRIEST,TRUE,3,41177,George promised to be good. But it's easy for little Glimmerroots to forget.,UNG_035,Curious Glimmerroot,EPIC,UNGORO,NA,"[x]<b>Battlecry:</b> Look at 3 cards.
Guess which one started
in your opponent's deck
to get a copy of it.",MINION,BATTLECRY,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Garrett Hanna,PRIEST,TRUE,4,41180,A hero... In a half-shell.,UNG_037,Tortollan Shellraiser,COMMON,UNGORO,NA,"[x]<b>Taunt</b>
<b>Deathrattle:</b> Give a random
 friendly minion +1/+1.",MINION,DEATHRATTLE,2,6,NA,NA,NA,NA,NA,NA,58374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Garrett Hanna,PRIEST,TRUE,4,41180,A hero... In a half-shell.,UNG_037,Tortollan Shellraiser,COMMON,UNGORO,NA,"[x]<b>Taunt</b>
<b>Deathrattle:</b> Give a random
 friendly minion +1/+1.",MINION,TAUNT,2,6,NA,NA,NA,NA,NA,NA,58374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slawomir Maniak,WARLOCK,TRUE,4,41191,"For better results, feed your pterrordax low-fat, high-fiber minions.",UNG_047,Ravenous Pterrordax,COMMON,UNGORO,NA,<b>Battlecry:</b> Destroy a friendly minion to <b>Adapt</b> twice.,MINION,BATTLECRY,4,4,BEAST,NA,Destroy a friendly minion.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jim Nelson,WARLOCK,TRUE,5,41194,"Hi, Tar here. Long time lurking, first time taunting…",UNG_049,Tar Lurker,COMMON,UNGORO,NA,"<b>Taunt</b>
Has +3 Attack during your opponent's turn.",MINION,TAUNT,1,7,ELEMENTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chanchai Luechaiwattanasopon,ROGUE,TRUE,2,41207,"The result of a fundamental misunderstanding of the phrase ""flower power"".",UNG_057,Razorpetal Volley,COMMON,UNGORO,"NATURE",Add two Razorpetals to your hand that deal 1 damage.,SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sojin Hwang,ROGUE,TRUE,2,41208,The reason why there are no zombies in Un'goro.,UNG_058,Razorpetal Lasher,COMMON,UNGORO,NA,"[x]<b>Battlecry:</b> Add a
Razorpetal to your hand
that deals 1 damage.",MINION,BATTLECRY,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zoltan Boros,ROGUE,TRUE,3,41212,Jinx!,UNG_060,Mimic Pod,RARE,UNGORO,"NATURE","Draw a card, then add a copy of it to your hand.",SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Konstantin Turovec,ROGUE,TRUE,4,41213,You know you’re a Rogue when a sharp rock makes you go “Ooh!  Dagger!”,UNG_061,Obsidian Shard,RARE,UNGORO,NA,"[x]Costs (1) less for each
card you've played from
another class.",WEAPON,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Craig Elliott,ROGUE,TRUE,2,41216,AKA Edwin VanLeaf.,UNG_063,Biteweed,EPIC,UNGORO,NA,<b>Combo:</b> Gain +1/+1 for each other card you've played this turn.,MINION,COMBO,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Efrem Palacios,ROGUE,TRUE,5,41217,"'Cause slayers gonna slay, slay, slay, slay, slay.",UNG_064,Vilespine Slayer,EPIC,UNGORO,NA,<b>Combo:</b> Destroy a minion.,MINION,COMBO,3,4,NA,NA,Destroy a minion.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Dixon,ROGUE,TRUE,4,41218,A Tortollan gardener's worst nightmare.,UNG_065,"Sherazin, Corpse Flower",LEGENDARY,UNGORO,NA,<b>Deathrattle:</b> Go <b>Dormant</b>. Play 4 cards in a turn to revive this minion.,MINION,DEATHRATTLE,5,3,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Ryman,ROGUE,TRUE,1,41222,Why can't it ever be The Taverns Below?,UNG_067,The Caverns Below,LEGENDARY,UNGORO,NA,"[x]<b>Quest:</b> Play four minions
with the same name.
<b>Reward:</b> Crystal Core.",SPELL,QUEST,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNG_067t1
Mike Azevedo,NEUTRAL,TRUE,4,41241,He spends a lot of time keeping himself in stoneshape.,UNG_070,Tol'vir Stoneshaper,RARE,UNGORO,NA,"[x]<b>Battlecry:</b> If you played an
Elemental last turn, gain
 <b>Taunt</b> and <b>Divine Shield</b>.",MINION,BATTLECRY,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chanchai Luechaiwattanasopon,NEUTRAL,TRUE,9,41242,"Still salty about it not being the ""Year of the Mastodon.""",UNG_071,Giant Mastodon,COMMON,UNGORO,NA,<b>Taunt</b>,MINION,TAUNT,6,10,BEAST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Gibbons,NEUTRAL,TRUE,3,41243,"Briefly tried stand-up comedy under the name ""Stonehill Offender"", but turtles are just too thin-skinned.",UNG_072,Stonehill Defender,RARE,UNGORO,NA,"<b>Taunt</b>
<b>Battlecry:</b> <b>Discover</b> a <b>Taunt</b> minion.",MINION,BATTLECRY,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Gibbons,NEUTRAL,TRUE,3,41243,"Briefly tried stand-up comedy under the name ""Stonehill Offender"", but turtles are just too thin-skinned.",UNG_072,Stonehill Defender,RARE,UNGORO,NA,"<b>Taunt</b>
<b>Battlecry:</b> <b>Discover</b> a <b>Taunt</b> minion.",MINION,DISCOVER,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Gibbons,NEUTRAL,TRUE,3,41243,"Briefly tried stand-up comedy under the name ""Stonehill Offender"", but turtles are just too thin-skinned.",UNG_072,Stonehill Defender,RARE,UNGORO,NA,"<b>Taunt</b>
<b>Battlecry:</b> <b>Discover</b> a <b>Taunt</b> minion.",MINION,TAUNT,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alex Horley Orlandelli,NEUTRAL,TRUE,2,41245,Loves crab meat. Fears crabs.,UNG_073,Rockpool Hunter,COMMON,UNGORO,NA,<b>Battlecry:</b> Give a friendly Murloc +1/+1.,MINION,BATTLECRY,2,3,MURLOC,NA,Give +1/+1.,NA,NA,NA,59485,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Arthur Bozonnet,NEUTRAL,TRUE,3,41247,A youngster who is truly hungry for self-improvement.,UNG_075,Vicious Fledgling,RARE,UNGORO,NA,"After this minion attacks a hero, <b>Adapt</b>.",MINION,TRIGGER_VISUAL,3,3,BEAST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anton Zemskov,NEUTRAL,TRUE,3,41249,"Often misunderstood, it's just that he likes to use the eggs as pillows.",UNG_076,Eggnapper,COMMON,UNGORO,NA,<b>Deathrattle:</b> Summon two 1/1 Raptors.,MINION,DEATHRATTLE,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerry Mascho,DRUID,TRUE,2,41252,"In the Tortollan tongue, Un’goro is known as the “Land of the Lost and Found.”",UNG_078,Tortollan Forager,COMMON,UNGORO,NA,<b>Battlecry:</b> Add a random minion with 5 or more Attack to your hand.,MINION,BATTLECRY,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Konstantin Turovec,NEUTRAL,TRUE,6,41253,"Goes by the online handle ""KoolKrusher99.""",UNG_079,Frozen Crusher,RARE,UNGORO,NA,"After this minion attacks, <b>Freeze</b> it.",MINION,TRIGGER_VISUAL,8,8,ELEMENTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hideaki Takamura,NEUTRAL,TRUE,3,41257,What? THUNDER LIZARD is adapting!,UNG_082,Thunder Lizard,COMMON,UNGORO,NA,"<b>Battlecry</b>: If you played an Elemental last turn, <b>Adapt</b>.",MINION,BATTLECRY,3,3,BEAST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arthur Bozonnet,NEUTRAL,TRUE,3,41259,A key ingredient in all discerning Funnel Cake recipes.,UNG_083,Devilsaur Egg,RARE,UNGORO,NA,<b>Deathrattle:</b> Summon a 5/5 Devilsaur.,MINION,DEATHRATTLE,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dan Scott,NEUTRAL,TRUE,4,41260,This is what happens when you use a volcano as a bird bath.,UNG_084,Fire Plume Phoenix,COMMON,UNGORO,NA,<b>Battlecry:</b> Deal 2 damage.,MINION,BATTLECRY,3,3,ELEMENTAL,NA,Deal 2 damage.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
